client id	R	F	M	RFM Score	cluster id
03445	1	1	3	5	3
03451	1	1	1	3	3
03452	3	4	4	11	1
03453	3	1	4	8	4
03455	3	5	4	12	1
03458	3	4	3	10	1
03459	5	4	4	13	2
03461	5	1	3	9	4
03462	5	4	1	10	1
03469	3	4	3	10	1
03471	5	4	3	12	2
03475	5	5	5	15	2
03476	5	5	5	15	2
03478	1	1	1	3	3
03479	4	1	3	8	4
03480	3	5	4	12	1
03481	3	5	5	13	2
03486	5	5	5	15	2
03487	5	1	1	7	4
03491	3	5	4	12	1
03495	3	4	3	10	1
03496	5	5	5	15	2
03497	5	1	1	7	4
03498	3	1	4	8	4
03500	3	1	4	8	4
03501	4	5	4	13	2
03509	4	1	1	6	4
03515	1	4	1	6	1
03517	3	4	3	10	1
03523	4	5	5	14	2
03528	3	5	4	12	1
03533	1	1	1	3	3
03535	1	1	3	5	3
03536	5	5	5	15	2
03537	1	1	5	7	3
03538	5	1	1	7	4
03540	1	4	3	8	1
03548	1	1	1	3	3
03550	4	4	3	11	1
03551	4	5	5	14	2
03555	5	5	4	14	2
03558	1	1	1	3	3
03559	5	5	5	15	2
03560	5	5	3	13	2
03563	1	4	3	8	1
03566	3	1	4	8	4
03575	5	1	1	7	4
03580	1	1	1	3	3
03582	3	1	1	5	4
03589	3	5	5	13	2
03592	4	4	4	12	2
03595	5	5	3	13	2
03596	4	5	5	14	2
03600	4	1	1	6	4
03613	1	1	3	5	3
03614	3	5	5	13	2
03615	4	1	1	6	4
03619	5	5	5	15	2
03621	3	4	3	10	1
03630	1	1	3	5	3
03632	1	1	1	3	3
03635	4	1	3	8	4
03638	5	5	5	15	2
03639	4	1	3	8	4
03641	3	1	3	7	4
03642	3	1	3	7	4
03646	4	1	1	6	4
03649	3	1	3	7	4
03652	1	1	4	6	3
03653	3	5	5	13	2
03656	5	5	3	13	2
03657	5	5	3	13	2
03660	4	1	1	6	4
03661	4	5	5	14	2
03665	1	1	1	3	3
03668	5	5	5	15	2
03669	1	1	1	3	3
03670	4	4	3	11	1
03675	1	1	4	6	3
03676	1	4	3	8	1
03678	4	1	4	9	4
03681	4	1	3	8	4
03685	5	4	4	13	2
03686	5	1	3	9	4
03689	5	5	5	15	2
03691	1	1	1	3	3
03694	5	5	5	15	2
03701	5	5	5	15	2
03708	5	1	1	7	4
03712	4	4	3	11	1
03713	5	5	5	15	2
03715	5	4	5	14	2
03717	4	5	5	14	2
03720	4	5	4	13	2
03725	5	4	1	10	1
03727	4	4	1	9	1
03733	5	5	5	15	2
03734	4	1	1	6	4
03736	3	4	4	11	1
03737	1	1	4	6	3
03742	4	5	4	13	2
03750	3	1	3	7	4
03752	1	1	1	3	3
03757	3	1	1	5	4
03758	1	1	3	5	3
03759	1	4	4	9	1
03765	5	1	3	9	4
03774	4	1	4	9	4
03780	3	1	4	8	4
03782	3	5	4	12	1
03783	5	5	5	15	2
03784	1	4	4	9	1
03788	5	5	4	14	2
03789	5	1	4	10	4
03790	3	1	4	8	4
03791	4	5	5	14	2
03795	5	5	4	14	2
03799	4	1	1	6	4
03800	5	1	1	7	4
03801	5	4	1	10	1
03806	5	5	4	14	2
03812	3	5	5	13	2
03828	3	1	1	5	4
03833	5	1	1	7	4
03835	3	5	5	13	2
03840	3	4	4	11	1
03841	1	1	4	6	3
03844	3	1	1	5	4
03846	1	1	3	5	3
03849	5	1	1	7	4
03852	5	1	1	7	4
03855	3	1	4	8	4
03856	1	4	3	8	1
03858	5	5	4	14	2
03859	4	1	1	6	4
03863	3	1	4	8	4
03867	4	1	3	8	4
03869	4	5	4	13	2
03870	4	5	5	14	2
03873	5	4	4	13	2
03878	5	4	4	13	2
03882	5	5	5	15	2
03883	5	5	5	15	2
03887	5	5	5	15	2
03888	4	5	4	13	2
03897	1	4	1	6	1
03898	4	4	3	11	1
03899	4	5	5	14	2
03901	5	5	5	15	2
03903	5	5	3	13	2
03907	4	1	1	6	4
03908	3	1	3	7	4
03915	3	1	1	5	4
03916	4	1	1	6	4
03918	5	5	4	14	2
03927	3	1	4	8	4
03929	4	1	4	9	4
03936	5	5	5	15	2
03948	3	5	5	13	2
03951	4	1	4	9	4
03954	3	1	1	5	4
03956	3	4	3	10	1
03960	4	5	4	13	2
03962	3	4	4	11	1
03970	1	1	3	5	3
03971	3	5	4	12	1
03974	1	1	1	3	3
03977	3	1	4	8	4
03981	5	5	5	15	2
03982	4	5	5	14	2
03984	5	1	4	10	4
03985	5	5	5	15	2
03991	3	1	1	5	4
03993	3	4	4	11	1
03996	3	1	1	5	4
03999	4	1	1	6	4
04002	4	4	4	12	2
04005	4	1	1	6	4
04010	5	5	5	15	2
04014	1	4	4	9	1
04015	1	1	3	5	3
04017	3	4	4	11	1
04018	3	1	3	7	4
04019	4	1	1	6	4
04026	5	4	3	12	2
04032	5	4	4	13	2
04033	3	4	4	11	1
04035	5	5	5	15	2
04036	1	1	3	5	3
04041	4	5	4	13	2
04050	4	1	1	6	4
04052	4	5	4	13	2
04054	5	1	1	7	4
04055	1	5	4	10	1
04056	1	1	4	6	3
04057	4	5	3	12	1
04062	5	1	1	7	4
04066	5	5	5	15	2
04067	3	4	4	11	1
04072	5	5	5	15	2
04073	4	1	1	6	4
04078	3	5	4	12	1
04079	5	5	5	15	2
04083	3	1	1	5	4
04085	1	4	3	8	1
04088	3	5	5	13	2
04089	5	5	4	14	2
04090	4	4	3	11	1
04091	3	1	5	9	4
04092	3	4	4	11	1
04093	1	1	3	5	3
04097	1	1	3	5	3
04099	5	1	1	7	4
04106	5	5	5	15	2
04111	5	5	5	15	2
04115	1	4	4	9	1
04118	4	1	3	8	4
04119	4	5	5	14	2
04122	1	1	1	3	3
04123	5	4	3	12	2
04128	5	1	3	9	4
04131	3	1	5	9	4
04136	1	1	1	3	3
04143	5	1	1	7	4
04145	5	5	5	15	2
04147	4	4	3	11	1
04153	4	5	4	13	2
04155	4	4	4	12	2
04158	4	4	1	9	1
04159	4	5	5	14	2
04161	4	1	1	6	4
04165	5	5	5	15	2
04171	5	5	5	15	2
04173	3	1	1	5	4
04174	1	1	1	3	3
04177	3	4	5	12	1
04178	4	4	3	11	1
04180	5	4	3	12	2
04181	1	4	4	9	1
04182	5	5	4	14	2
04183	5	5	4	14	2
04184	5	5	5	15	2
04189	5	5	3	13	2
04194	3	1	3	7	4
04195	5	5	5	15	2
04201	3	1	1	5	4
04203	3	5	4	12	1
04204	1	1	3	5	3
04206	5	4	4	13	2
04209	3	4	5	12	1
04211	3	4	3	10	1
04215	3	1	4	8	4
04219	4	5	5	14	2
04225	4	5	5	14	2
04227	4	5	3	12	1
04229	4	1	1	6	4
04230	1	1	4	6	3
04232	4	1	1	6	4
04234	4	5	3	12	1
04235	1	1	1	3	3
04237	3	5	5	13	2
04239	1	1	1	3	3
04240	4	4	5	13	2
04247	4	5	4	13	2
04256	4	5	4	13	2
04259	3	1	4	8	4
04263	4	1	1	6	4
04264	5	5	5	15	2
04265	4	1	1	6	4
04266	1	1	4	6	3
04268	5	1	3	9	4
04272	5	5	5	15	2
04273	5	4	4	13	2
04274	5	5	5	15	2
04277	5	5	5	15	2
04278	5	4	3	12	2
04280	3	5	4	12	1
04284	1	5	4	10	1
04286	1	1	1	3	3
04289	1	1	1	3	3
04290	4	1	3	8	4
04294	4	4	4	12	2
04297	3	5	4	12	1
04298	3	1	1	5	4
04302	5	5	5	15	2
04303	5	1	3	9	4
04309	3	1	3	7	4
04320	5	5	3	13	2
04321	1	4	4	9	1
04323	5	5	4	14	2
04324	4	4	3	11	1
04326	4	1	1	6	4
04328	5	5	5	15	2
04331	3	4	4	11	1
04332	3	4	4	11	1
04334	1	1	1	3	3
04335	1	1	1	3	3
04336	5	5	3	13	2
04337	5	1	1	7	4
04340	5	1	1	7	4
04346	3	1	1	5	4
04350	1	4	5	10	1
04358	5	4	4	13	2
04361	4	4	4	12	2
04370	1	1	1	3	3
04375	3	5	5	13	2
04381	3	1	1	5	4
04383	4	5	5	14	2
04392	3	1	1	5	4
04394	5	4	4	13	2
04396	1	1	1	3	3
04401	5	5	5	15	2
04402	5	5	5	15	2
04406	4	5	4	13	2
04409	3	1	3	7	4
04410	5	5	5	15	2
04412	1	1	1	3	3
04413	5	5	4	14	2
04416	5	5	5	15	2
04420	5	5	3	13	2
04421	3	1	1	5	4
04424	5	1	1	7	4
04429	1	1	1	3	3
04431	4	5	4	13	2
04436	4	5	4	13	2
04440	5	5	5	15	2
04445	3	4	3	10	1
04448	4	5	4	13	2
04454	4	5	3	12	1
04455	5	1	1	7	4
04456	3	4	4	11	1
04459	5	5	5	15	2
04460	4	4	3	11	1
04461	5	5	4	14	2
04474	3	4	5	12	1
04476	5	5	5	15	2
04478	5	5	5	15	2
04484	3	4	3	10	1
04488	1	4	4	9	1
04489	1	1	1	3	3
04491	3	4	3	10	1
04493	5	5	5	15	2
04495	1	1	3	5	3
04503	4	5	4	13	2
04504	1	1	1	3	3
04505	4	5	4	13	2
04507	3	5	5	13	2
04508	1	1	1	3	3
04509	3	5	3	11	1
04510	3	1	1	5	4
04518	4	5	5	14	2
04520	5	5	5	15	2
04523	1	1	3	5	3
04527	4	4	4	12	2
04530	5	4	4	13	2
04532	5	5	5	15	2
04536	4	5	4	13	2
04540	3	1	1	5	4
04544	3	1	3	7	4
04547	3	1	3	7	4
04553	3	1	1	5	4
04556	4	4	5	13	2
04557	3	5	4	12	1
04560	4	1	3	8	4
04561	1	1	4	6	3
04562	3	5	4	12	1
04564	1	1	3	5	3
04566	5	4	4	13	2
04573	1	5	5	11	1
04578	1	1	1	3	3
04583	5	4	3	12	2
04584	1	1	3	5	3
04589	3	1	3	7	4
04594	1	1	4	6	3
04598	1	5	5	11	1
04601	5	5	4	14	2
04602	3	1	1	5	4
04612	5	4	4	13	2
04615	4	5	3	12	1
04626	4	4	4	12	2
04628	1	5	4	10	1
04635	3	4	5	12	1
04637	4	4	3	11	1
04641	4	5	5	14	2
04642	5	4	4	13	2
04646	3	1	1	5	4
04649	5	5	5	15	2
04650	4	1	1	6	4
04651	1	1	1	3	3
04659	3	1	3	7	4
04665	4	1	3	8	4
04667	1	1	4	6	3
04670	5	5	4	14	2
04671	5	5	4	14	2
04672	3	1	1	5	4
04674	5	1	4	10	4
04678	4	4	5	13	2
04680	3	1	1	5	4
04681	5	1	3	9	4
04683	5	5	5	15	2
04686	3	4	4	11	1
04687	1	1	3	5	3
04695	3	1	1	5	4
04699	5	5	4	14	2
04700	1	1	4	6	3
04707	3	5	4	12	1
04709	5	4	3	12	2
04711	4	4	4	12	2
04718	4	1	4	9	4
04720	3	1	1	5	4
04725	5	5	4	14	2
04729	1	1	4	6	3
04739	3	5	3	11	1
04741	4	5	5	14	2
04748	5	4	4	13	2
04751	1	1	3	5	3
04752	1	1	3	5	3
04755	5	5	5	15	2
04756	4	5	4	13	2
04760	4	4	3	11	1
04763	3	4	4	11	1
04764	3	1	3	7	4
04766	1	1	5	7	3
04772	1	1	1	3	3
04776	5	4	5	14	2
04777	5	5	4	14	2
04780	4	5	5	14	2
04784	1	1	3	5	3
04785	1	1	1	3	3
04788	4	4	3	11	1
04790	3	4	4	11	1
04798	5	4	3	12	2
04805	5	5	5	15	2
04819	3	5	3	11	1
04820	1	1	1	3	3
04825	5	5	4	14	2
04826	4	5	4	13	2
04827	5	1	3	9	4
04828	5	5	5	15	2
04830	3	5	4	12	1
04833	4	1	3	8	4
04836	5	1	1	7	4
04845	3	4	1	8	1
04846	3	1	1	5	4
04849	4	5	3	12	1
04855	3	4	3	10	1
04856	4	4	1	9	1
04857	4	4	3	11	1
04864	5	5	5	15	2
04873	1	1	3	5	3
04876	4	5	4	13	2
04879	5	4	4	13	2
04881	3	1	5	9	4
04885	3	1	4	8	4
04889	5	5	5	15	2
04893	1	4	5	10	1
04894	4	5	5	14	2
04896	1	4	3	8	1
04897	4	5	5	14	2
04898	3	1	1	5	4
04902	3	5	1	9	1
04903	5	5	5	15	2
04904	5	4	4	13	2
04906	5	5	5	15	2
04913	5	1	1	7	4
04915	4	4	4	12	2
04918	5	5	5	15	2
04919	3	4	3	10	1
04921	3	5	4	12	1
04926	4	1	3	8	4
04932	1	1	1	3	3
04935	5	4	4	13	2
04949	4	1	1	6	4
04950	3	1	1	5	4
04951	5	5	4	14	2
04953	3	1	4	8	4
04962	5	4	3	12	2
04971	5	5	4	14	2
04974	5	5	4	14	2
04979	1	1	1	3	3
04981	3	1	4	8	4
04982	3	4	4	11	1
04983	5	5	5	15	2
04985	5	5	5	15	2
04988	5	5	5	15	2
04989	4	1	3	8	4
04990	1	4	3	8	1
04991	4	1	1	6	4
04993	5	5	5	15	2
04995	5	5	5	15	2
05000	5	1	4	10	4
05003	5	5	4	14	2
05004	3	5	4	12	1
05005	4	5	4	13	2
05007	5	1	3	9	4
05008	1	1	1	3	3
05010	1	4	1	6	1
05011	5	1	1	7	4
05020	4	4	4	12	2
05025	1	1	3	5	3
05026	5	5	3	13	2
05029	1	5	3	9	1
05030	1	1	1	3	3
05031	5	1	3	9	4
05032	5	1	1	7	4
05034	5	5	5	15	2
05036	1	1	1	3	3
05038	3	1	3	7	4
05041	5	5	4	14	2
05050	5	5	5	15	2
05055	4	5	5	14	2
05057	5	5	4	14	2
05060	5	5	4	14	2
05063	4	1	1	6	4
05064	1	1	1	3	3
05065	5	5	4	14	2
05067	4	4	3	11	1
05068	4	5	5	14	2
05070	4	4	3	11	1
05072	4	4	4	12	2
05079	5	5	5	15	2
05082	1	1	3	5	3
05085	5	1	3	9	4
05092	3	4	5	12	1
05095	1	1	3	5	3
05096	4	1	3	8	4
05097	4	1	1	6	4
05099	4	5	4	13	2
05104	3	4	5	12	1
05106	1	1	4	6	3
05108	3	5	4	12	1
05110	5	1	1	7	4
05112	5	5	5	15	2
05114	4	1	4	9	4
05116	4	5	4	13	2
05117	5	4	4	13	2
05119	1	5	5	11	1
05120	3	5	4	12	1
05122	4	4	3	11	1
05123	1	1	1	3	3
05124	5	1	3	9	4
05125	5	4	4	13	2
05128	1	1	3	5	3
05130	1	4	1	6	1
05131	5	5	5	15	2
05133	1	1	4	6	3
05135	3	4	4	11	1
05137	4	1	5	10	4
05145	4	5	5	14	2
05146	5	5	4	14	2
05147	4	1	1	6	4
05152	5	5	4	14	2
05158	1	5	4	10	1
05159	3	4	4	11	1
05160	5	4	3	12	2
05166	5	4	3	12	2
05168	5	5	4	14	2
05169	5	5	3	13	2
05172	1	4	3	8	1
05175	5	5	5	15	2
05177	3	4	4	11	1
05180	5	5	5	15	2
05181	4	1	1	6	4
05182	1	1	4	6	3
05183	5	1	1	7	4
05184	5	4	3	12	2
05188	3	1	1	5	4
05192	1	1	3	5	3
05195	4	1	3	8	4
05197	1	4	3	8	1
05201	3	1	3	7	4
05203	3	1	1	5	4
05213	5	5	5	15	2
05223	5	5	5	15	2
05226	4	5	5	14	2
05230	3	4	3	10	1
05232	5	5	5	15	2
05237	5	5	3	13	2
05239	5	1	3	9	4
05240	3	1	3	7	4
05244	3	4	3	10	1
05246	5	5	5	15	2
05249	1	4	3	8	1
05252	5	1	1	7	4
05255	4	1	3	8	4
05257	1	4	1	6	1
05259	1	1	4	6	3
05261	1	1	1	3	3
05263	4	1	3	8	4
05265	4	5	3	12	1
05267	5	5	5	15	2
05270	3	1	4	8	4
05274	5	4	5	14	2
05279	4	5	5	14	2
05281	4	1	1	6	4
05284	4	1	1	6	4
05285	3	1	1	5	4
05287	5	1	1	7	4
05290	1	1	1	3	3
05292	5	5	5	15	2
05295	3	1	3	7	4
05299	4	4	3	11	1
05300	5	1	1	7	4
05302	3	4	1	8	1
05303	5	5	5	15	2
05307	3	4	5	12	1
05311	3	1	1	5	4
05320	1	1	4	6	3
05331	1	1	1	3	3
05332	4	5	4	13	2
05333	1	1	1	3	3
05336	5	5	5	15	2
05339	4	4	4	12	2
05345	3	4	5	12	1
05348	1	1	3	5	3
05349	4	4	1	9	1
05352	1	1	3	5	3
05357	4	4	3	11	1
05359	3	4	4	11	1
05360	5	4	4	13	2
05361	4	5	5	14	2
05368	3	1	3	7	4
05377	5	1	1	7	4
05379	4	5	5	14	2
05385	4	1	1	6	4
05386	5	5	5	15	2
05387	4	4	3	11	1
05392	1	1	1	3	3
05395	1	1	1	3	3
05396	3	4	3	10	1
05397	1	4	5	10	1
05398	4	5	4	13	2
05401	5	4	5	14	2
05403	5	5	5	15	2
05404	4	5	5	14	2
05405	3	4	5	12	1
05416	4	5	4	13	2
05417	4	1	3	8	4
05420	3	5	5	13	2
05424	3	1	1	5	4
05426	5	4	5	14	2
05427	1	5	5	11	1
05435	5	4	4	13	2
05436	5	5	5	15	2
05437	5	5	5	15	2
05440	5	5	4	14	2
05444	5	5	5	15	2
05445	5	1	1	7	4
05447	4	4	3	11	1
05450	5	1	1	7	4
05460	5	5	4	14	2
05466	4	5	4	13	2
05469	4	4	3	11	1
05474	1	1	3	5	3
05477	5	5	5	15	2
05478	4	5	4	13	2
05488	5	5	5	15	2
05496	1	1	1	3	3
05497	4	5	3	12	1
05499	1	4	4	9	1
05500	1	1	3	5	3
05506	5	5	4	14	2
05509	5	5	5	15	2
05511	1	1	1	3	3
05515	4	1	1	6	4
05519	5	4	3	12	2
05524	5	5	3	13	2
05525	3	1	3	7	4
05527	5	5	5	15	2
05540	1	1	1	3	3
05541	1	1	1	3	3
05543	4	1	1	6	4
05544	3	1	3	7	4
05549	4	4	4	12	2
05551	5	5	5	15	2
05553	1	4	4	9	1
05554	3	4	4	11	1
05555	3	1	1	5	4
05563	1	1	1	3	3
05565	1	4	4	9	1
05569	1	1	3	5	3
05570	1	1	3	5	3
05573	3	1	1	5	4
05574	5	5	4	14	2
05575	5	5	5	15	2
05580	1	4	4	9	1
05588	1	1	1	3	3
05594	5	1	1	7	4
05600	5	5	5	15	2
05601	4	4	3	11	1
05606	5	4	3	12	2
05608	5	5	5	15	2
05610	5	5	5	15	2
05614	1	1	1	3	3
05618	5	5	5	15	2
05628	3	1	3	7	4
05631	1	5	5	11	1
05634	3	5	4	12	1
05642	3	1	1	5	4
05645	5	1	1	7	4
05648	5	1	1	7	4
05649	4	5	5	14	2
05651	4	1	3	8	4
05657	4	5	5	14	2
05658	4	5	5	14	2
05661	4	1	1	6	4
05665	3	5	5	13	2
05668	3	4	3	10	1
05669	4	1	4	9	4
05670	3	4	4	11	1
05671	4	5	3	12	1
05672	1	4	5	10	1
05677	3	4	5	12	1
05682	3	1	4	8	4
05687	5	5	4	14	2
05689	1	1	3	5	3
05690	4	4	1	9	1
05695	5	4	3	12	2
05698	5	4	4	13	2
05701	5	5	5	15	2
05702	1	1	1	3	3
05710	3	5	4	12	1
05711	5	5	5	15	2
05712	1	5	4	10	1
05713	1	1	3	5	3
05720	3	5	3	11	1
05721	5	1	1	7	4
05722	1	4	4	9	1
05725	5	4	3	12	2
05731	5	5	5	15	2
05733	4	5	4	13	2
05735	5	4	3	12	2
05736	4	5	4	13	2
05738	4	1	1	6	4
05740	5	5	5	15	2
05743	3	1	4	8	4
05745	1	1	1	3	3
05747	3	4	4	11	1
05748	4	1	4	9	4
05749	5	5	5	15	2
05755	5	5	4	14	2
05756	4	5	5	14	2
05760	1	4	3	8	1
05762	3	4	3	10	1
05764	1	1	1	3	3
05772	3	4	4	11	1
05775	5	4	4	13	2
05782	1	1	3	5	3
05784	5	5	5	15	2
05787	1	1	3	5	3
05791	1	1	3	5	3
05793	1	1	4	6	3
05794	4	5	4	13	2
05804	5	5	5	15	2
05808	5	5	4	14	2
05811	5	4	4	13	2
05824	1	1	1	3	3
05827	5	4	4	13	2
05835	4	5	5	14	2
05844	1	1	3	5	3
05845	5	5	5	15	2
05847	5	5	5	15	2
05859	3	1	1	5	4
05860	5	4	4	13	2
05862	5	5	5	15	2
05863	1	5	5	11	1
05867	5	5	5	15	2
05868	5	5	5	15	2
05870	5	1	3	9	4
05872	1	1	3	5	3
05875	1	1	1	3	3
05876	4	5	5	14	2
05878	5	5	5	15	2
05881	3	1	5	9	4
05883	5	5	5	15	2
05893	3	5	5	13	2
05899	4	1	3	8	4
05902	3	4	3	10	1
05906	5	5	5	15	2
05908	5	4	3	12	2
05910	4	5	4	13	2
05912	3	4	4	11	1
05917	5	4	5	14	2
05919	1	1	1	3	3
05928	1	1	4	6	3
05929	1	4	3	8	1
05930	3	4	1	8	1
05934	4	4	1	9	1
05937	4	5	4	13	2
05939	3	5	5	13	2
05944	5	1	1	7	4
05947	1	1	1	3	3
05948	1	1	3	5	3
05956	5	5	5	15	2
05958	5	5	4	14	2
05960	1	4	3	8	1
05963	5	1	1	7	4
05965	1	5	4	10	1
05969	4	1	3	8	4
05971	1	4	3	8	1
05975	5	4	4	13	2
05978	4	4	4	12	2
05980	3	1	1	5	4
05981	5	5	5	15	2
05984	1	1	1	3	3
05987	1	4	3	8	1
05988	5	5	5	15	2
05995	3	1	1	5	4
05997	3	4	4	11	1
05999	4	5	5	14	2
06003	5	5	4	14	2
06006	1	5	4	10	1
06011	3	5	4	12	1
06019	4	5	4	13	2
06020	1	1	1	3	3
06025	3	4	4	11	1
06026	5	5	5	15	2
06035	4	1	1	6	4
06037	4	1	1	6	4
06040	4	1	3	8	4
06041	3	4	4	11	1
06042	5	5	5	15	2
06045	5	5	4	14	2
06051	5	5	5	15	2
06054	4	4	1	9	1
06056	4	5	4	13	2
06057	5	5	5	15	2
06060	3	4	5	12	1
06063	3	1	3	7	4
06064	4	1	3	8	4
06065	1	1	3	5	3
06067	5	5	5	15	2
06071	1	1	1	3	3
06072	3	1	4	8	4
06073	5	4	3	12	2
06076	1	1	1	3	3
06080	5	5	4	14	2
06084	4	5	4	13	2
06085	5	1	1	7	4
06089	5	5	5	15	2
06092	5	5	4	14	2
06098	4	1	4	9	4
06104	4	4	3	11	1
06107	3	1	1	5	4
06108	5	1	3	9	4
06117	4	5	4	13	2
06118	4	1	1	6	4
06120	4	5	5	14	2
06126	5	5	5	15	2
06127	5	5	5	15	2
06135	5	5	4	14	2
06136	3	5	4	12	1
06138	1	4	5	10	1
06139	3	4	3	10	1
06140	4	4	4	12	2
06145	5	5	5	15	2
06147	3	4	3	10	1
06148	3	1	3	7	4
06152	1	4	3	8	1
06153	5	5	5	15	2
06156	4	1	1	6	4
06161	4	4	4	12	2
06163	4	5	5	14	2
06168	1	1	1	3	3
06170	4	5	4	13	2
06171	3	1	1	5	4
06180	4	4	3	11	1
06181	5	4	3	12	2
06182	3	1	1	5	4
06185	4	5	5	14	2
06187	5	5	5	15	2
06189	5	5	4	14	2
06197	5	5	4	14	2
06201	3	4	3	10	1
06204	1	4	4	9	1
06205	5	1	3	9	4
06207	5	5	4	14	2
06209	3	5	4	12	1
06213	1	1	1	3	3
06218	5	5	5	15	2
06224	1	1	4	6	3
06225	5	5	5	15	2
06227	5	4	1	10	1
06237	3	1	1	5	4
06238	4	1	1	6	4
06242	3	5	5	13	2
06243	1	5	5	11	1
06244	4	5	5	14	2
06248	1	1	1	3	3
06249	4	5	5	14	2
06251	4	1	1	6	4
06253	4	5	3	12	1
06257	5	1	3	9	4
06261	4	5	5	14	2
06264	3	4	3	10	1
06266	1	4	3	8	1
06270	5	4	4	13	2
06273	3	5	5	13	2
06283	5	4	5	14	2
06285	5	5	5	15	2
06289	1	4	3	8	1
06290	5	4	4	13	2
06295	3	1	4	8	4
06296	5	4	3	12	2
06299	3	1	3	7	4
06305	4	1	1	6	4
06310	1	4	4	9	1
06311	5	5	3	13	2
06312	4	1	3	8	4
06315	5	5	5	15	2
06320	5	5	4	14	2
06321	3	1	1	5	4
06322	5	5	5	15	2
06324	3	5	3	11	1
06326	5	1	1	7	4
06335	4	5	5	14	2
06337	4	1	1	6	4
06348	3	4	4	11	1
06355	5	5	5	15	2
06356	3	1	3	7	4
06357	3	1	1	5	4
06362	4	1	3	8	4
06373	4	5	4	13	2
06375	5	5	5	15	2
06377	4	4	4	12	2
06378	4	5	3	12	1
06379	1	1	4	6	3
06381	1	4	1	6	1
06385	1	1	1	3	3
06389	4	4	5	13	2
06392	1	1	4	6	3
06394	5	5	5	15	2
06397	4	5	5	14	2
06399	1	1	1	3	3
06404	4	5	5	14	2
06405	5	5	5	15	2
06409	3	1	5	9	4
06412	3	1	4	8	4
06415	1	1	1	3	3
06419	3	4	1	8	1
06420	5	1	4	10	4
06423	5	5	5	15	2
06424	4	1	1	6	4
06425	5	1	1	7	4
06432	4	5	5	14	2
06438	1	1	3	5	3
06442	1	1	1	3	3
06449	1	1	1	3	3
06452	5	1	1	7	4
06462	3	5	5	13	2
06463	3	1	3	7	4
06465	1	1	4	6	3
06468	3	5	5	13	2
06469	3	1	1	5	4
06482	5	5	5	15	2
06484	4	1	3	8	4
06487	4	4	3	11	1
06489	5	5	4	14	2
06491	3	1	3	7	4
06492	5	1	1	7	4
06493	3	1	3	7	4
06494	5	5	5	15	2
06496	3	5	4	12	1
06497	3	4	1	8	1
06499	3	4	4	11	1
06500	5	5	5	15	2
06501	4	1	1	6	4
06508	5	1	1	7	4
06515	5	5	3	13	2
06521	5	5	4	14	2
06525	1	1	1	3	3
06526	5	5	5	15	2
06541	3	5	4	12	1
06543	3	5	4	12	1
06545	4	1	3	8	4
06546	5	4	4	13	2
06552	1	1	1	3	3
06557	1	1	4	6	3
06558	4	5	4	13	2
06562	5	5	5	15	2
06564	5	1	4	10	4
06567	5	4	3	12	2
06568	3	1	3	7	4
06569	5	5	5	15	2
06576	5	5	5	15	2
06577	4	5	4	13	2
06581	1	1	3	5	3
06588	4	1	1	6	4
06591	5	5	5	15	2
06596	5	5	3	13	2
06598	5	4	3	12	2
06618	1	4	3	8	1
06626	1	1	3	5	3
06629	1	1	3	5	3
06635	4	1	3	8	4
06643	1	1	1	3	3
06653	4	5	3	12	1
06659	3	5	5	13	2
06663	3	5	5	13	2
06668	5	4	1	10	1
06669	5	5	5	15	2
06670	3	1	1	5	4
06674	5	5	5	15	2
06675	1	1	1	3	3
06683	1	1	1	3	3
06686	4	5	4	13	2
06690	5	5	5	15	2
06693	5	1	3	9	4
06695	5	5	3	13	2
06696	3	1	3	7	4
06697	3	1	1	5	4
06700	1	1	3	5	3
06709	5	5	4	14	2
06710	4	4	3	11	1
06716	4	4	3	11	1
06720	5	5	5	15	2
06722	4	4	3	11	1
06735	1	1	5	7	3
06736	4	5	4	13	2
06746	4	1	4	9	4
06748	5	1	3	9	4
06753	5	4	4	13	2
06759	3	1	4	8	4
06761	5	5	5	15	2
06763	4	1	1	6	4
06764	3	5	4	12	1
06765	3	1	3	7	4
06767	1	1	1	3	3
06769	5	5	4	14	2
06770	5	1	3	9	4
06777	4	4	3	11	1
06782	1	1	1	3	3
06783	1	1	3	5	3
06786	1	1	1	3	3
06789	5	4	4	13	2
06796	5	5	4	14	2
06799	5	5	5	15	2
06804	5	5	5	15	2
06806	5	5	3	13	2
06809	3	1	1	5	4
06813	4	5	5	14	2
06830	5	5	5	15	2
06833	5	5	5	15	2
06838	3	1	1	5	4
06840	1	1	4	6	3
06847	3	1	1	5	4
06851	1	1	5	7	3
06854	5	4	3	12	2
06859	1	1	3	5	3
06865	4	4	4	12	2
06866	5	5	5	15	2
06870	5	1	1	7	4
06871	5	5	5	15	2
06872	5	4	4	13	2
06874	1	1	1	3	3
06877	5	5	3	13	2
06881	1	1	4	6	3
06882	5	5	5	15	2
06883	1	1	3	5	3
06884	3	1	4	8	4
06888	5	5	5	15	2
06890	5	1	1	7	4
06891	3	4	3	10	1
06893	5	5	4	14	2
06895	5	5	5	15	2
06898	3	4	1	8	1
06901	1	1	3	5	3
06902	1	1	1	3	3
06903	5	4	1	10	1
06905	1	1	1	3	3
06907	1	1	1	3	3
06910	4	5	4	13	2
06914	1	1	3	5	3
06916	1	1	3	5	3
06918	4	5	4	13	2
